date,lottery_id,n1,n2,n3,n4,n5
,hu5,7,27,40,49,78
,hu5,17,21,32,63,73
,hu5,24,30,37,54,83
,hu5,14,25,42,52,64
,hu5,5,11,57,67,73
,hu5,41,65,66,75,81
,hu5,22,23,50,82,90
,hu5,4,27,36,63,78
,hu5,6,20,36,69,84
,hu5,2,13,34,57,75
,hu5,6,30,68,74,81
,hu5,2,32,36,39,58
,hu5,17,40,45,50,58
,hu5,12,13,53,62,69
,hu5,42,48,57,73,87
,hu5,28,40,58,64,69
,hu5,48,54,57,60,90
,hu5,4,41,55,58,88
,hu5,22,25,48,70,73
,hu5,25,42,48,54,87
,hu5,16,34,38,49,70
,hu5,13,19,66,77,78
,hu5,29,55,64,66,74
,hu5,11,27,84,85,87
,hu5,27,32,35,82,89
,hu5,17,30,54,68,82
,hu5,27,48,61,63,80
,hu5,2,45,62,66,90
,hu5,36,79,82,85,86
,hu5,7,50,58,60,85
,hu5,29,39,43,55,68
,hu5,11,17,68,88,89
,hu5,8,20,38,59,69
,hu5,1,17,20,37,66
,hu5,13,15,41,61,71
,hu5,7,42,49,55,79
,hu5,10,37,48,65,89
,hu5,32,41,53,59,68
,hu5,14,20,45,57,72
,hu5,48,56,76,79,87
,hu5,9,20,22,27,37
,hu5,3,19,28,57,64
,hu5,12,19,27,31,35
,hu5,2,4,17,25,61
,hu5,10,13,28,55,72
,hu5,26,31,53,72,73
,hu5,26,27,42,55,86
,hu5,32,47,55,74,78
,hu5,15,29,45,77,83
,hu5,1,10,28,31,50
,hu5,15,26,27,31,66
,hu5,12,41,43,57,61
,hu5,7,41,70,71,84
,hu5,2,33,38,39,59
,hu5,10,17,46,47,75
,hu5,10,34,54,75,78
,hu5,7,22,24,43,80
,hu5,1,35,61,77,83
,hu5,6,17,50,55,85
,hu5,12,16,34,40,90
,hu5,5,9,22,25,31
,hu5,5,6,47,58,76
,hu5,6,46,59,67,71
,hu5,29,39,51,64,82
,hu5,2,12,31,46,87
,hu5,2,10,49,66,73
,hu5,58,75,81,82,86
,hu5,53,61,70,75,86
,hu5,1,13,35,41,53
,hu5,9,20,36,52,89
,hu5,5,23,37,45,86
,hu5,15,26,42,66,84
,hu5,4,40,79,85,86
,hu5,9,12,44,56,82
,hu5,5,24,77,84,88
,hu5,14,65,67,70,77
,hu5,17,20,25,62,79
,hu5,3,27,42,53,73
,hu5,6,9,26,84,88
,hu5,21,25,35,41,62
,hu5,11,64,71,72,80
,hu5,35,46,51,56,69
,hu5,6,57,60,67,79
,hu5,26,35,59,77,83
,hu5,2,6,19,44,52
,hu5,27,33,66,76,81
,hu5,11,30,60,83,88
,hu5,31,40,76,84,89
,hu5,24,30,40,81,85
,hu5,3,20,34,39,71
,hu5,2,15,36,48,73
,hu5,8,13,18,54,74
,hu5,31,64,72,75,89
,hu5,1,26,41,45,76
,hu5,9,18,21,52,57
,hu5,7,25,43,65,74
,hu5,30,41,57,62,84
,hu5,26,30,69,82,85
,hu5,9,11,18,24,51
,hu5,12,26,28,35,44
,hu5,8,24,32,45,60
,hu5,10,12,25,41,85
,hu5,15,43,54,69,74
,hu5,7,10,32,71,84
,hu5,3,13,30,45,49
,hu5,39,49,52,66,70
,hu5,1,14,46,59,64
,hu5,4,18,21,24,29
,hu5,22,33,45,66,81
,hu5,1,5,13,55,78
,hu5,17,54,60,61,90
,hu5,23,51,70,71,73
,hu5,57,59,67,88,90
,hu5,36,40,42,62,66
,hu5,13,44,47,79,81
,hu5,23,28,40,44,52
,hu5,35,44,56,66,70
,hu5,4,21,25,34,75
,hu5,30,40,41,43,75
,hu5,14,26,59,75,85
,hu5,15,31,32,52,64
,hu5,23,50,55,67,83
,hu5,6,16,26,39,66
,hu5,16,22,56,57,80
,hu5,47,48,51,66,83
,hu5,9,35,44,49,53
,hu5,12,19,20,70,73
,hu5,10,11,21,54,63
,hu5,2,23,76,82,89
,hu5,31,37,44,73,86
,hu5,21,50,59,78,80
,hu5,8,45,51,56,74
,hu5,11,23,24,31,64
,hu5,11,39,46,50,65
,hu5,8,11,51,75,86
,hu5,18,57,62,75,77
,hu5,10,22,27,28,82
,hu5,25,43,56,66,78
,hu5,15,61,67,71,86
,hu5,3,19,35,56,64
,hu5,16,38,58,73,87
,hu5,14,32,49,72,77
,hu5,25,58,81,88,90
,hu5,2,30,55,57,64
,hu5,34,42,55,79,85
,hu5,30,33,83,88,89
,hu5,23,40,62,77,85
,hu5,32,34,78,88,89
,hu5,2,15,38,60,77
,hu5,3,19,27,28,75
,hu5,17,39,43,55,79
,hu5,22,28,38,42,76
,hu5,28,30,31,77,86
,hu5,8,14,43,48,54
,hu5,40,58,66,69,75
,hu5,33,38,46,67,74
,hu5,2,29,40,62,65
,hu5,36,38,42,54,66
,hu5,26,43,54,56,70
,hu5,1,3,10,25,62
,hu5,11,13,45,67,75
,hu5,4,17,23,47,66
,hu5,1,14,22,72,89
,hu5,7,14,33,64,82
,hu5,16,27,33,34,46
,hu5,28,35,69,81,82
,hu5,5,47,62,75,84
,hu5,22,31,50,60,67
,hu5,4,6,27,68,89
,hu5,11,40,45,72,80
,hu5,10,29,44,52,77
,hu5,13,22,38,65,90
,hu5,7,29,40,63,77
,hu5,29,40,51,65,66
,hu5,14,27,41,56,76
,hu5,23,26,49,68,78
,hu5,19,28,56,72,87
,hu5,21,25,39,45,56
,hu5,2,5,20,42,78
,hu5,26,37,40,72,85
,hu5,10,24,32,67,72
,hu5,20,32,71,78,84
,hu5,24,52,77,80,88
,hu5,29,35,50,72,87
,hu5,30,50,55,76,77
,hu5,19,21,52,82,83
,hu5,5,30,61,63,86
,hu5,20,28,44,46,82
,hu5,1,52,67,68,83
,hu5,46,47,62,67,88
,hu5,9,20,59,60,70
,hu5,19,20,56,76,77
,hu5,22,50,54,57,89
,hu5,4,12,43,62,76
,hu5,12,24,66,77,86
,hu5,14,19,20,73,76
,hu5,14,44,46,52,70
,hu5,14,32,35,66,89
,hu5,1,39,53,68,70
,hu5,38,42,48,51,85
,hu5,8,13,29,47,87
,hu5,18,19,61,68,72
,hu5,8,9,32,49,63
,hu5,21,26,44,49,81
,hu5,24,35,41,52,67
,hu5,5,40,46,54,90
,hu5,12,62,69,72,82
,hu5,6,42,57,58,70
,hu5,26,32,34,52,85
,hu5,14,33,70,73,83
,hu5,8,21,27,46,58
,hu5,16,37,71,72,82
,hu5,5,32,38,64,81
,hu5,61,65,74,83,85
,hu5,11,13,66,80,87
,hu5,1,9,48,54,85
,hu5,46,64,65,77,81
,hu5,19,23,47,72,79
,hu5,8,43,78,87,90
,hu5,1,3,21,43,52
,hu5,22,23,54,62,68
,hu5,6,16,26,42,74
,hu5,17,69,75,80,89
,hu5,12,57,79,82,83
,hu5,27,33,52,72,73
,hu5,16,26,33,66,72
,hu5,24,48,60,66,85
,hu5,24,25,33,50,61
,hu5,13,51,69,71,72
,hu5,8,13,42,70,80
,hu5,5,11,44,56,79
,hu5,27,34,49,63,68
,hu5,8,37,44,51,80
,hu5,15,31,39,51,73
,hu5,6,20,40,46,47
,hu5,7,32,63,77,81
,hu5,27,52,53,57,62
,hu5,2,17,28,77,79
,hu5,23,28,44,55,76
,hu5,7,14,27,45,51
,hu5,42,52,62,83,90
,hu5,22,52,65,66,76
,hu5,23,45,62,74,86
,hu5,3,12,22,29,36
,hu5,6,15,23,69,90
,hu5,16,45,51,52,90
,hu5,14,29,40,55,76
,hu5,20,35,48,66,80
,hu5,1,4,33,67,75
,hu5,39,55,58,71,74
,hu5,9,27,33,40,50
,hu5,16,50,66,73,74
,hu5,2,19,69,85,87
,hu5,7,11,33,78,81
,hu5,10,20,40,54,85
,hu5,5,25,35,39,52
,hu5,5,10,45,71,76
,hu5,5,19,49,85,90
,hu5,47,56,62,67,70
,hu5,27,29,49,72,77
,hu5,30,42,63,64,78
,hu5,12,28,35,41,55
,hu5,11,27,57,68,78
,hu5,6,11,29,35,81
,hu5,31,34,43,74,90
,hu5,11,22,73,75,77
,hu5,50,53,64,68,71
,hu5,16,42,63,65,77
,hu5,2,26,36,37,72
,hu5,7,23,72,76,81
,hu5,11,54,72,79,86
,hu5,3,10,12,15,89
,hu5,6,10,41,45,85
,hu5,11,15,31,41,77
,hu5,43,61,77,82,88
,hu5,16,22,32,51,79
,hu5,7,12,38,54,57
,hu5,4,18,43,68,85
,hu5,12,43,58,69,74
,hu5,5,13,14,63,68
,hu5,5,14,35,85,88
,hu5,13,18,23,43,76
,hu5,21,35,45,48,63
,hu5,37,64,65,72,84
,hu5,10,12,31,67,72
,hu5,3,26,28,47,80
,hu5,7,9,35,59,73
,hu5,12,58,76,78,86
,hu5,21,43,44,52,88
,hu5,7,21,39,56,64
,hu5,14,46,50,68,76
,hu5,2,25,29,83,86
,hu5,14,20,34,71,82
,hu5,30,44,53,77,86
,hu5,15,33,36,48,83
,hu5,16,39,59,63,68
,hu5,7,35,68,75,80
,hu5,13,22,47,67,68
,hu5,29,58,62,70,77
,hu5,15,16,47,58,67
,hu5,7,8,19,29,53
,hu5,10,12,18,51,77
,hu5,3,8,16,29,36
,hu5,8,10,54,63,64
,hu5,10,25,26,72,77
,hu5,19,49,69,83,86
,hu5,21,26,54,58,59
,hu5,8,43,54,59,81
,hu5,11,20,36,82,90
,hu5,5,46,47,55,79
,hu5,26,50,66,74,89
,hu5,11,40,44,68,84
,hu5,14,38,52,54,86
,hu5,1,5,11,40,62
,hu5,13,42,51,66,84
,hu5,29,44,51,52,89
,hu5,10,16,27,43,70
,hu5,25,29,68,71,80
,hu5,26,60,61,67,82
,hu5,1,34,64,73,88
,hu5,9,28,33,42,62
,hu5,6,35,37,62,72
,hu5,1,12,22,48,65
,hu5,3,41,49,61,76
,hu5,15,36,52,56,83
,hu5,9,17,33,60,68
,hu5,20,21,27,59,67
,hu5,7,74,79,87,90
,hu5,32,36,42,51,64
,hu5,15,34,50,78,84
,hu5,2,27,35,39,59
,hu5,19,23,38,46,65
,hu5,31,44,52,54,73
,hu5,1,4,39,54,79
,hu5,6,22,65,78,79
,hu5,7,32,54,60,78
,hu5,32,49,53,78,86
,hu5,1,46,59,69,82
,hu5,33,47,64,71,83
,hu5,4,7,30,58,77
,hu5,20,37,39,62,75
,hu5,4,15,18,61,65
,hu5,14,25,28,43,52
,hu5,9,34,37,81,84
,hu5,16,40,77,86,88
,hu5,7,10,38,66,79
,hu5,3,36,39,42,45
,hu5,4,21,30,34,45
,hu5,6,12,26,45,80
,hu5,6,53,69,80,86
,hu5,7,28,42,43,69
,hu5,36,42,85,89,90
,hu5,29,47,57,62,63
,hu5,15,18,42,43,53
,hu5,36,44,47,49,90
,hu5,8,20,47,48,54
,hu5,10,51,72,73,81
,hu5,8,22,32,50,59
,hu5,9,10,18,63,81
,hu5,38,68,78,85,90
,hu5,2,19,26,28,68
,hu5,1,2,5,15,45
,hu5,7,8,23,33,48
,hu5,1,10,17,24,73
,hu5,21,29,34,35,43
,hu5,29,41,51,65,66
,hu5,3,53,54,55,57
,hu5,40,56,64,68,80
,hu5,5,25,36,54,66
,hu5,25,33,48,79,84
,hu5,40,58,69,82,87
,hu5,27,57,69,76,83
,hu5,28,47,61,72,74
,hu5,22,53,77,78,86
,hu5,6,16,18,23,45
,hu5,3,5,36,55,70
,hu5,4,31,33,58,76
,hu5,5,47,51,72,81
,hu5,21,33,59,71,83
,hu5,7,11,29,49,51
,hu5,13,47,50,67,76
,hu5,1,8,14,17,38
,hu5,13,22,45,47,87
,hu5,3,52,64,74,77
,hu5,16,45,52,87,90
,hu5,41,43,44,54,55
,hu5,1,4,5,22,39
,hu5,12,20,44,81,82
,hu5,4,5,29,75,90
,hu5,7,25,28,36,88
,hu5,1,20,29,35,47
,hu5,35,55,60,79,86
,hu5,24,55,78,79,87
,hu5,16,33,44,76,80
,hu5,6,8,32,53,90
,hu5,33,34,56,62,81
,hu5,10,46,59,63,81
,hu5,4,19,21,49,63
,hu5,29,34,37,47,90
,hu5,5,9,35,36,61
,hu5,19,21,37,42,71
,hu5,5,25,32,63,75
,hu5,7,14,60,66,86
,hu5,16,19,41,44,86
,hu5,35,48,71,78,83
,hu5,10,20,22,48,72
,hu5,8,45,58,72,80
,hu5,11,47,56,64,73
,hu5,39,54,58,73,74
,hu5,34,58,61,65,75
,hu5,7,22,45,49,83
,hu5,6,14,39,50,64
,hu5,16,48,49,71,83
,hu5,9,12,14,17,41
,hu5,10,19,71,76,80
,hu5,9,24,42,57,69
,hu5,13,36,45,48,64
,hu5,5,31,43,69,79
,hu5,5,27,59,87,89
,hu5,26,33,38,43,53
,hu5,24,38,39,60,69
,hu5,5,39,63,80,88
,hu5,23,32,48,61,90
,hu5,1,30,60,70,87
,hu5,8,61,73,74,84
,hu5,13,34,67,68,78
,hu5,16,21,25,37,86
,hu5,28,39,55,68,71
,hu5,11,15,16,38,65
,hu5,29,42,69,85,86
,hu5,21,43,56,65,66
,hu5,7,10,26,63,72
,hu5,9,11,44,49,85
,hu5,19,41,57,64,70
,hu5,11,54,61,81,86
,hu5,30,45,50,68,80
,hu5,3,10,15,24,70
,hu5,36,60,67,70,80
,hu5,49,53,66,79,83
,hu5,30,32,49,54,65
,hu5,9,10,13,60,64
,hu5,13,22,23,43,89
,hu5,22,35,43,63,85
,hu5,25,41,46,70,84
,hu5,13,24,33,63,72
,hu5,10,13,17,25,69
,hu5,4,6,23,35,65
,hu5,23,44,60,83,90
,hu5,7,13,27,56,83
,hu5,37,53,58,69,89
,hu5,11,52,74,86,90
,hu5,5,22,56,57,74
,hu5,1,31,34,50,66
,hu5,9,35,53,60,83
,hu5,2,12,50,62,74
,hu5,6,37,41,64,90
,hu5,1,18,28,33,88
,hu5,32,41,51,65,77
,hu5,36,61,64,75,88
,hu5,5,9,64,66,72
,hu5,6,8,23,71,83
,hu5,12,41,50,61,72
,hu5,11,12,42,76,83
,hu5,19,23,57,63,66
,hu5,7,26,70,76,87
,hu5,18,37,64,78,82
,hu5,60,61,69,71,79
,hu5,32,34,40,51,62
,hu5,19,31,49,74,81
,hu5,8,62,65,78,80
,hu5,12,14,25,50,85
,hu5,22,28,40,73,85
,hu5,21,45,47,58,79
,hu5,35,42,49,54,78
,hu5,3,14,36,38,42
,hu5,18,34,46,51,81
,hu5,4,13,44,85,89
,hu5,20,36,44,71,88
,hu5,1,4,6,79,83
,hu5,21,35,45,70,89
,hu5,30,33,57,73,83
,hu5,16,20,27,57,71
,hu5,57,74,78,83,87
,hu5,2,23,67,69,86
,hu5,11,26,46,63,67
,hu5,11,22,26,49,88
,hu5,29,58,63,73,85
,hu5,12,18,30,42,46
,hu5,21,32,64,84,89
,hu5,44,59,68,72,73
,hu5,18,21,34,40,71
,hu5,19,30,49,61,71
,hu5,20,22,32,41,86
,hu5,2,19,38,49,81
,hu5,16,18,28,35,82
,hu5,2,6,9,23,26
,hu5,17,70,72,75,84
,hu5,11,13,48,49,51
,hu5,12,59,62,69,90
,hu5,10,17,33,71,75
,hu5,16,25,38,78,83
,hu5,7,23,30,72,75
,hu5,15,37,65,79,87
,hu5,14,31,57,69,85
,hu5,9,21,46,57,69
,hu5,19,48,51,78,86
,hu5,11,32,40,48,88
,hu5,26,34,35,77,79
,hu5,8,22,65,66,80
,hu5,23,36,68,83,87
,hu5,4,11,15,64,66
,hu5,2,57,63,70,89
,hu5,1,37,43,76,89
,hu5,15,34,37,50,71
,hu5,10,11,18,22,85
,hu5,7,18,48,59,77
,hu5,41,42,44,51,64
,hu5,13,48,54,57,70
,hu5,15,56,78,82,88
,hu5,29,40,62,86,90
,hu5,32,47,57,66,82
,hu5,21,39,56,58,86
,hu5,35,47,49,64,66
,hu5,1,7,32,76,84
,hu5,25,30,38,56,79
,hu5,1,42,49,62,74
,hu5,12,34,46,64,82
,hu5,30,45,66,79,80
,hu5,31,37,64,70,78
,hu5,3,32,33,38,49
,hu5,1,38,55,73,74
,hu5,30,31,47,51,52
,hu5,27,30,41,52,80
,hu5,2,27,32,55,86
,hu5,14,24,26,37,83
,hu5,30,35,40,75,82
,hu5,23,24,31,49,64
,hu5,10,16,72,80,83
,hu5,10,16,22,25,61
,hu5,4,16,50,60,83
,hu5,45,48,57,78,90
,hu5,28,75,76,81,82
,hu5,27,69,82,84,86
,hu5,8,52,55,65,76
,hu5,3,5,44,78,80
,hu5,5,36,38,42,74
,hu5,29,43,81,85,87
,hu5,18,23,50,68,77
,hu5,10,21,23,41,46
,hu5,21,46,52,80,87
,hu5,49,54,68,80,84
,hu5,13,21,25,41,50
,hu5,1,5,32,72,78
,hu5,16,26,52,77,78
,hu5,2,15,64,67,69
,hu5,32,41,44,76,82
,hu5,3,9,26,38,47
,hu5,7,15,25,53,86
,hu5,6,8,42,60,73
,hu5,14,37,47,66,67
,hu5,20,32,35,51,67
,hu5,11,13,20,22,36
,hu5,20,35,43,59,70
,hu5,16,38,47,55,71
,hu5,7,36,39,48,64
,hu5,5,8,21,25,33
,hu5,1,20,61,78,88
,hu5,20,43,47,57,87
,hu5,45,56,58,66,86
,hu5,18,24,43,60,68
,hu5,3,15,53,65,73
,hu5,21,25,56,59,67
,hu5,1,29,31,40,47
,hu5,8,37,59,62,84
,hu5,29,55,75,81,87
,hu5,14,20,59,60,71
,hu5,12,19,27,37,79
,hu5,24,26,31,76,77
,hu5,13,38,71,76,85
,hu5,14,52,60,70,90
,hu5,2,28,36,77,79
,hu5,38,47,68,78,83
,hu5,4,35,50,80,84
,hu5,25,37,38,64,76
,hu5,3,9,46,70,90
,hu5,24,27,49,52,80
,hu5,7,9,22,56,64
,hu5,4,31,45,77,90
,hu5,3,30,54,55,58
,hu5,21,26,27,33,88
,hu5,1,17,19,55,66
,hu5,13,20,36,61,77
,hu5,15,17,37,51,81
,hu5,36,51,60,67,69
,hu5,24,32,75,77,80
,hu5,1,38,71,75,80
,hu5,2,17,35,68,86
,hu5,9,24,29,59,63
,hu5,28,33,48,49,58
,hu5,48,70,73,78,82
,hu5,1,8,39,44,52
,hu5,7,29,44,47,82
,hu5,17,18,46,65,87
,hu5,9,10,15,34,86
,hu5,13,18,38,44,67
,hu5,17,26,42,62,76
,hu5,11,61,79,89,90
,hu5,2,26,34,46,60
,hu5,26,39,42,54,65
,hu5,11,24,37,52,54
,hu5,4,7,46,64,80
,hu5,19,21,29,58,79
,hu5,36,51,61,65,73
,hu5,26,28,47,58,86
,hu5,16,17,27,41,55
,hu5,13,27,36,54,61
,hu5,14,30,41,61,62
,hu5,24,25,27,31,70
,hu5,24,27,45,48,65
,hu5,16,47,59,62,80
,hu5,35,47,50,55,81
,hu5,30,33,73,82,84
,hu5,5,52,53,77,81
,hu5,8,28,30,31,78
,hu5,10,38,41,58,77
,hu5,2,3,72,85,89
,hu5,5,12,27,69,75
,hu5,50,58,73,76,85
,hu5,19,36,44,54,70
,hu5,21,22,27,31,86
,hu5,28,36,68,74,80
,hu5,4,22,51,61,62
,hu5,1,5,25,37,40
,hu5,10,50,75,86,87
,hu5,44,62,63,82,84
,hu5,7,8,10,22,69
,hu5,8,39,51,54,86
,hu5,29,30,35,42,75
,hu5,19,30,43,59,83
,hu5,8,59,62,76,81
,hu5,12,33,37,68,88
,hu5,2,23,24,80,90
,hu5,21,36,38,81,85
,hu5,7,17,19,29,76
,hu5,29,75,81,82,86
,hu5,23,27,29,78,81
,hu5,29,40,69,79,90
,hu5,17,56,65,79,89
,hu5,3,7,13,21,59
,hu5,3,13,28,38,72
,hu5,3,15,32,34,87
,hu5,2,15,49,52,56
,hu5,1,24,29,36,56
,hu5,3,9,46,64,74
,hu5,11,24,37,52,61
,hu5,42,46,58,68,80
,hu5,25,43,62,63,84
,hu5,27,34,53,55,86
,hu5,6,16,25,42,84
,hu5,11,29,41,65,78
,hu5,7,34,46,73,88
,hu5,11,27,45,54,81
,hu5,11,13,22,60,65
,hu5,20,22,50,53,79
,hu5,40,59,65,76,87
,hu5,10,12,28,61,88
,hu5,24,46,62,64,80
,hu5,14,22,30,54,75
,hu5,34,47,55,65,90
,hu5,10,25,28,65,85
,hu5,3,17,46,68,78
,hu5,39,46,49,59,72
,hu5,30,31,48,53,75
,hu5,16,26,43,65,77
,hu5,9,12,25,60,75
,hu5,7,14,49,53,80
,hu5,1,21,63,72,80
,hu5,33,37,50,53,66
,hu5,4,15,29,38,68
,hu5,11,54,55,79,84
,hu5,11,41,61,68,76
,hu5,11,57,58,68,76
,hu5,9,33,39,42,55
,hu5,12,34,38,65,77
,hu5,10,37,51,84,90
,hu5,8,10,55,57,90
,hu5,18,19,55,66,68
,hu5,6,20,60,61,73
,hu5,13,15,60,68,77
,hu5,1,18,35,54,58
,hu5,1,47,50,69,83
,hu5,37,42,63,77,83
,hu5,27,36,46,67,85
,hu5,4,18,30,51,54
,hu5,12,17,71,72,73
,hu5,4,40,43,57,85
,hu5,20,24,44,61,72
,hu5,5,17,43,48,90
,hu5,3,19,32,49,69
,hu5,27,29,30,57,83
,hu5,6,7,15,16,77
,hu5,29,51,61,62,86
,hu5,15,43,48,69,76
,hu5,11,16,18,72,85
,hu5,15,30,37,50,59
,hu5,13,20,30,78,89
,hu5,36,49,71,73,89
,hu5,1,11,13,21,52
,hu5,1,10,44,79,82
,hu5,10,24,26,61,90
,hu5,5,18,73,76,83
,hu5,12,22,29,59,80
,hu5,24,33,38,53,81
,hu5,29,47,71,74,77
,hu5,21,24,44,75,81
,hu5,3,21,29,34,74
,hu5,4,8,15,64,82
,hu5,19,22,26,28,65
,hu5,23,36,71,79,86
,hu5,1,11,33,51,76
,hu5,16,23,26,62,88
,hu5,15,27,64,74,77
,hu5,15,18,27,38,81
,hu5,42,50,58,74,76
,hu5,23,33,51,74,80
,hu5,26,39,64,71,87
,hu5,6,33,73,77,88
,hu5,1,36,37,64,70
,hu5,5,42,61,64,70
,hu5,20,24,29,48,57
,hu5,54,59,65,73,86
,hu5,1,20,49,61,69
,hu5,31,43,45,56,64
,hu5,4,8,12,30,69
,hu5,13,19,20,58,63
,hu5,20,33,52,82,89
,hu5,3,4,22,29,72
,hu5,49,53,72,88,90
,hu5,1,39,51,55,67
,hu5,26,50,75,78,89
,hu5,6,10,52,57,85
,hu5,13,34,64,69,82
,hu5,24,37,60,69,78
,hu5,31,32,40,57,67
,hu5,6,12,15,41,53
,hu5,4,17,46,48,75
,hu5,12,24,58,68,77
,hu5,6,21,26,56,57
,hu5,9,46,56,81,84
,hu5,2,33,41,69,73
,hu5,7,16,17,67,73
,hu5,3,19,38,41,77
,hu5,44,49,66,72,89
,hu5,5,37,50,57,85
,hu5,2,8,32,75,81
,hu5,20,32,69,75,78
,hu5,9,12,22,40,88
,hu5,1,2,59,85,88
,hu5,20,71,76,87,90
,hu5,12,43,46,48,60
,hu5,3,17,18,33,88
,hu5,6,11,56,61,71
,hu5,10,38,44,45,48
,hu5,43,45,64,74,80
,hu5,22,30,32,54,63
,hu5,7,34,69,70,81
,hu5,7,26,31,52,79
,hu5,2,14,30,32,33
,hu5,17,58,66,79,84
,hu5,11,14,18,31,54
,hu5,21,34,68,80,89
,hu5,6,37,66,77,88
,hu5,51,53,55,65,82
,hu5,3,18,41,66,85
,hu5,19,25,40,45,70
,hu5,2,18,39,57,64
,hu5,3,36,41,58,69
,hu5,15,28,58,70,72
,hu5,7,25,28,39,69
,hu5,7,8,67,75,80
,hu5,8,10,14,30,75
,hu5,9,46,66,67,84
,hu5,10,44,54,58,68
,hu5,24,51,72,77,79
,hu5,11,19,61,62,89
,hu5,43,47,59,63,84
,hu5,1,12,32,65,84
,hu5,17,21,34,49,60
,hu5,8,19,63,80,90
,hu5,14,29,30,86,87
,hu5,7,16,20,65,75
,hu5,23,28,62,64,79
,hu5,4,74,77,78,89
,hu5,8,22,24,42,85
,hu5,9,20,34,63,77
,hu5,11,20,51,55,78
,hu5,2,57,66,67,69
,hu5,4,6,47,49,56
,hu5,3,10,28,31,88
,hu5,46,52,56,67,90
,hu5,58,63,64,66,79
,hu5,18,28,57,72,82
,hu5,10,20,44,64,80
,hu5,5,18,53,72,87
,hu5,29,33,42,48,51
,hu5,30,52,68,69,79
,hu5,4,8,44,58,65
,hu5,10,17,78,81,85
,hu5,2,43,56,67,90
,hu5,26,31,42,52,90
,hu5,7,25,29,36,79
,hu5,12,13,60,70,88
,hu5,9,20,24,85,86
,hu5,1,3,15,37,40
,hu5,53,57,62,77,83
,hu5,9,26,77,84,87
,hu5,20,36,39,50,84
,hu5,3,17,18,64,87
,hu5,20,35,46,57,78
,hu5,13,14,49,65,84
,hu5,43,54,63,65,66
,hu5,4,6,31,41,56
,hu5,2,34,67,77,83
,hu5,19,38,56,60,65
,hu5,10,17,28,50,80
,hu5,2,14,30,51,63
,hu5,10,40,55,64,67
,hu5,16,26,47,51,62
,hu5,2,14,17,29,75
,hu5,20,22,49,78,90
,hu5,17,31,48,59,85
,hu5,18,30,57,61,81
,hu5,4,9,30,83,84
,hu5,2,7,20,27,43
,hu5,15,26,54,83,85
,hu5,2,4,28,37,55
,hu5,7,13,54,55,89
,hu5,19,25,31,54,76
,hu5,44,46,50,68,81
,hu5,10,48,53,67,73
,hu5,19,65,68,78,83
,hu5,32,38,44,71,72
,hu5,4,24,27,58,79
,hu5,18,43,44,50,83
,hu5,10,34,54,80,83
,hu5,19,41,51,56,84
,hu5,2,13,17,43,75
,hu5,1,35,39,78,84
,hu5,12,25,43,53,54
,hu5,41,55,77,88,90
,hu5,14,17,30,83,85
,hu5,15,28,54,78,80
,hu5,8,38,65,67,77
,hu5,10,18,20,24,66
,hu5,16,18,60,75,88
,hu5,4,5,28,41,88
,hu5,20,32,34,54,64
,hu5,29,41,68,78,82
,hu5,8,13,20,26,89
,hu5,4,31,62,82,89
,hu5,4,21,37,51,67
,hu5,13,27,29,49,83
,hu5,23,37,58,72,85
,hu5,41,50,57,61,62
,hu5,10,13,60,61,62
,hu5,12,20,25,47,81
,hu5,9,30,44,60,67
,hu5,7,21,63,64,85
,hu5,3,4,34,45,77
,hu5,31,43,49,52,73
,hu5,12,18,55,60,74
,hu5,16,29,43,56,90
,hu5,39,43,53,64,70
,hu5,47,55,67,78,84
,hu5,25,64,78,79,88
,hu5,23,41,55,76,84
,hu5,12,42,61,66,68
,hu5,25,34,56,59,85
,hu5,19,36,51,54,61
,hu5,5,7,65,68,83
,hu5,2,26,52,66,76
,hu5,13,18,30,54,71
,hu5,7,18,19,54,61
,hu5,3,10,50,60,63
,hu5,29,40,60,69,72
,hu5,23,32,70,80,81
,hu5,30,54,62,76,83
,hu5,39,47,55,76,90
,hu5,6,12,20,72,86
,hu5,13,23,24,85,89
,hu5,12,36,40,55,68
,hu5,3,30,41,63,81
,hu5,3,35,41,72,80
,hu5,4,18,22,39,58
,hu5,13,24,27,31,75
,hu5,29,38,59,66,75
,hu5,1,56,59,64,84
,hu5,17,21,31,71,80
,hu5,16,18,29,49,62
,hu5,18,45,49,50,75
,hu5,10,32,46,67,84
,hu5,1,10,38,67,77
,hu5,10,25,60,78,79
,hu5,6,41,68,71,81
,hu5,31,54,58,59,69
,hu5,8,9,19,26,61
,hu5,8,9,43,72,84
,hu5,18,29,67,85,87
,hu5,1,48,71,74,89
,hu5,16,46,51,73,83
,hu5,35,64,65,86,88
,hu5,16,36,60,66,72
,hu5,16,41,44,49,80
,hu5,30,48,72,76,87
,hu5,34,39,55,62,81
,hu5,23,29,41,45,63
,hu5,8,16,17,48,86
,hu5,3,32,50,52,69
,hu5,8,20,29,31,42
,hu5,1,8,33,34,35
,hu5,11,17,48,88,90
,hu5,13,32,43,62,90
,hu5,7,35,38,61,86
,hu5,16,22,26,29,64
,hu5,10,16,24,67,84
,hu5,37,47,53,62,75
,hu5,9,11,14,19,89
,hu5,1,4,18,46,47
,hu5,14,17,49,76,82
,hu5,4,12,25,38,66
,hu5,23,56,61,63,89
